供应商ID,材料分类,有效周数,供货量均值,CV,平均满足率,OFV,OFR,缺货周数,SRI,CA,PCI,综合得分
S360,B,151,2.6821192052980134,68.39288077222757,0.03571428571428571,0.050507627227610534,74.13394919168591,48,8.22232078674885,54.58333333333333,4.07682119205298,0.6479063925654582
S361,C,240,1367.0,29.463591803122146,0.9920536744191552,0.07333116097121807,98.10497462903206,4,0.03158375618279892,100.0,1900.1299999999999,0.888621415859977
S362,C,70,1.3,60.5126315587625,0.0,0.0,98.75,1,0.017857142857142856,28.749999999999996,1.807,0.6554960294584941
S363,A,46,1.2173913043478262,210.6113550052391,0.7,0.9899494936611665,47.91666666666667,30,33.96739130434783,7.916666666666666,2.0330434782608697,0.4265924747881733
S364,B,240,119.84583333333333,83.91599724159653,1.0385185359069746,0.09823968336867728,95.42886668963142,8,0.15237111034561948,100.0,182.16566666666665,0.7233083081335469
S365,C,240,173.4625,37.17111056601982,1.021696663290979,0.04571412393963519,99.1796875,5,0.01708984375,100.0,241.112875,0.7344479341100305
S366,B,61,0.8032786885245902,49.89785484735138,0.0,0.0,77.77777777777779,14,5.100182149362477,20.416666666666668,1.2209836065573771,0.6201817764958334
S367,B,240,109.72916666666667,60.6311514744588,1.0306944489131582,0.14975616049527657,91.6027496382055,15,0.5248281476121562,100.0,166.78833333333336,0.7179442858172852
S368,C,30,2.8666666666666667,218.66265503569693,0.6722222222222222,0.6303291321324239,58.139534883720934,19,26.51162790697674,5.416666666666667,3.9846666666666666,0.4851218153141639
S369,C,67,2.1791044776119404,250.8343435950935,0.3740178571428571,0.660246134015939,5.355450236966824,45,63.56723491547004,10.833333333333334,3.028955223880597,0.3149841147192062
S370,A,50,1.16,149.17245250962287,0.006666666666666667,0.0,12.466124661246612,26,45.51761517615176,10.416666666666668,1.9371999999999998,0.4396592468665795
S371,B,70,0.7714285714285715,203.6768635028225,0.0014761904761904762,0.0017371491227957177,1.5581717451523547,53,74.53452710724179,10.0,1.1725714285714286,0.37502948190802915
S372,A,39,0.7435897435897436,199.27429512148254,0.0,0.0,2.6348808030112925,29,72.39970401827365,4.166666666666666,1.2417948717948717,0.3763358035681491
S373,A,71,0.4225352112676056,238.8942782706949,0.0012903225806451613,0.002885249003225535,3.2341526520051747,59,80.41105624692528,6.25,0.7056338028169014,0.3622030748913526
S374,C,240,205.1,874.5037595515741,1.3111867652612066,0.2702728774458573,99.99794293707444,1,8.571095523145386e-06,100.0,285.089,0.6259669620967072
S375,B,61,1.8360655737704918,654.4166162071583,0.2111111111111111,0.4658723398497029,21.084337349397593,53,68.56606754888406,5.416666666666667,2.7908196721311476,0.27727319651302085
S376,B,138,2.5942028985507246,62.942786631157624,0.010416666666666666,0.01473139127471974,35.647530040053404,29,13.523345136510514,50.416666666666664,3.9431884057971014,0.5731102803585032
S377,C,57,1.2456140350877194,137.62156264575157,0.0,0.0,65.88235294117646,29,17.35810113519092,12.916666666666668,1.73140350877193,0.5732043088327257
S378,B,55,0.8909090909090909,190.3789839424414,0.0,0.0,18.433179723502306,38,56.355257645580224,8.75,1.3541818181818182,0.42289322029323445
S379,C,37,6.72972972972973,201.21751102932728,1.114,0.06693280212272598,99.54337899543378,1,0.012341108231519191,15.0,9.354324324324324,0.6283304439914624
S380,C,50,1.7,169.00996101780478,0.13333333333333333,0.32659863237109044,3.482587064676617,27,52.119402985074636,10.416666666666668,2.363,0.38369773435434823
S381,A,32,6.28125,165.164461125507,1.1229166666666666,0.47600666095112715,78.64077669902912,5,3.337378640776699,11.666666666666666,10.489687499999999,0.578578094653771
S382,C,37,0.7567567567567568,156.98946337247386,0.0,0.0,9.01639344262295,23,56.557377049180324,6.25,1.0518918918918918,0.4132550086650553
S383,C,34,4.323529411764706,140.36912249127872,1.04,0.432145808726638,85.41666666666666,9,3.860294117647059,11.25,6.00970588235294,0.5908472564718197
S384,C,46,1.934782608695652,281.4947985922187,1.0333333333333334,0.18856180831641267,71.02803738317756,30,18.894758228362456,7.916666666666666,2.6893478260869563,0.5485486845990744
S385,B,82,0.6463414634146342,201.02471646008712,0.0,0.0,16.216216216216218,62,63.34871456822676,10.0,0.982439024390244,0.4080027860367423
S386,B,54,2.2037037037037037,140.03964810999398,1.2666666666666666,0.15275252316519458,85.45454545454545,16,4.30976430976431,17.083333333333332,3.3496296296296295,0.6131771143914707
S387,B,76,0.4342105263157895,299.30068477731993,0.0,0.0,1.268911664226452,63,81.84287585728597,5.416666666666667,0.66,0.35046760810891553
S388,B,71,1.6056338028169015,130.8440630795319,0.55,0.7778174593052023,20.54794520547945,7,7.833301176924561,26.666666666666668,2.44056338028169,0.4760824053990583
S389,B,46,1.5,106.80546525064815,0.0025,0.0035355339059327377,9.904761904761905,21,41.130434782608695,12.916666666666668,2.2800000000000002,0.45028884787048357
S390,B,49,1.346938775510204,322.3890614113039,0.6875,0.7941190087134296,19.45525291828794,39,64.10704359564838,5.416666666666667,2.0473469387755103,0.29970196274459937
S391,C,79,0.8860759493670886,166.5995678642621,0.0023391812865497076,0.004641668966779984,6.222222222222222,55,65.28832630098454,12.916666666666668,1.231645569620253,0.39919659267549823
S392,B,138,2.9855072463768115,63.47333899860662,1.1,0.0,93.78698224852072,21,0.9454592230511963,53.75,4.537971014492753,0.679069463140589
S393,B,33,1.0,574.4562646538029,0.825,0.0,45.83333333333333,33,54.166666666666664,0.4166666666666667,1.52,0.4177543316142729
S394,A,66,2.1818181818181817,253.97165700940448,0.6558823529411765,0.6841697415803462,13.51981351981352,57,74.68743377834286,4.166666666666666,3.643636363636363,0.2968133120036688
S395,A,84,902.8928571428571,166.68531700973958,0.9539086316406407,0.26748279142744674,71.64156455100724,10,3.3760042201181846,30.833333333333336,1507.8310714285712,0.6828463299848828
S396,A,91,0.4175824175824176,198.9728162195447,0.003148148148148148,0.006894263136661587,3.1368821292775664,71,75.57452053649773,10.416666666666668,0.6973626373626374,0.37548327763611633
S397,B,59,0.8813559322033898,37.004910420449136,0.0,0.0,86.66666666666667,8,1.807909604519774,21.666666666666668,1.3396610169491525,0.6358398117466247
S398,C,40,1.025,160.0614595424353,0.0,0.0,17.587939698492463,26,53.56783919597991,6.666666666666667,1.4247499999999997,0.42881567442486945
S399,B,61,1.0655737704918034,132.573376653228,0.015,0.0,17.832167832167833,39,52.53353204172877,12.5,1.619672131147541,0.4385779270533482
S400,B,72,0.7361111111111112,359.05601796016964,0.34444444444444444,0.6839428176227731,4.3424317617866,60,79.71464019851116,5.416666666666667,1.118888888888889,0.2559030827994767
S401,B,67,1.0,163.29931618554522,0.0,0.0,27.0,42,45.76119402985075,12.083333333333334,1.52,0.4595616629764914
S402,B,73,0.4794520547945205,505.0769457106862,0.1,0.31622776601683794,3.4446764091858038,69,91.26462092830383,3.3333333333333335,0.7287671232876712,0.26749707623720326
